"trait","gene","statistic","controlled_available","controlled_p","controlled_error_bound","controlled_terms","controlled_reason","approximate_available","approximate_p","approximate_method","moment_fallback"
"A","gene0668",26.6125599233172,TRUE,0.952032917424982,9.74217488364931e-11,462,"",TRUE,0.951850262597036,"saddlepoint",FALSE
"A","gene0669",82.6447502313618,TRUE,0.0507582089116404,9.92522706817073e-11,500,"",TRUE,0.0505383109224324,"saddlepoint",FALSE
"A","gene0670",50.5511562100684,TRUE,0.299909931815214,9.82152854054133e-11,461,"",TRUE,0.298984604904178,"saddlepoint",FALSE
"A","gene0671",58.3584626194495,TRUE,0.390816947640208,9.61236533078558e-11,502,"",TRUE,0.390021298074267,"saddlepoint",FALSE
"A","gene0672",40.1776167062092,TRUE,0.561614905836235,9.91979908588833e-11,455,"",TRUE,0.560520951297841,"saddlepoint",FALSE
"A","gene0673",51.1500580650567,TRUE,0.607913171412233,9.71531600286145e-11,515,"",TRUE,0.607208878355564,"saddlepoint",FALSE
"A","gene0674",36.6737370157222,TRUE,0.644618093094935,9.98191160804518e-11,458,"",TRUE,0.643651513460085,"saddlepoint",FALSE
"A","gene0675",58.2030399351205,TRUE,0.445652257129118,9.4426857446487e-11,519,"",TRUE,0.444921692692194,"saddlepoint",FALSE
"A","gene0676",25.3228741769644,TRUE,0.925409056815061,9.99050964569162e-11,456,"",TRUE,0.925103558322096,"saddlepoint",FALSE
"A","gene0677",93.7080140252399,TRUE,0.0291922712811041,9.9654128211165e-11,521,"",TRUE,0.0290566890020126,"saddlepoint",FALSE
"A","gene0678",45.3358880762508,TRUE,0.32166583330596,9.72187647768109e-11,465,"",TRUE,0.320514407416224,"saddlepoint",FALSE
"A","gene0679",60.9164561445854,TRUE,0.428884302046922,9.48146524400867e-11,519,"",TRUE,0.428204133035265,"saddlepoint",FALSE
"A","gene0680",59.6386728841481,TRUE,0.0790207969990114,9.511704493698e-11,445,"",TRUE,0.0784886964751484,"saddlepoint",FALSE
"A","gene0681",63.6949409143565,TRUE,0.387558610044447,9.61720883593982e-11,537,"",TRUE,0.386894103587144,"saddlepoint",FALSE
"A","gene0682",43.41990957284,TRUE,0.315554129114183,9.97080754549726e-11,458,"",TRUE,0.314282428094344,"saddlepoint",FALSE
"A","gene0683",124.951078282042,TRUE,0.00195289946295608,9.55021404298005e-11,550,"",TRUE,0.0019371790918107,"saddlepoint",FALSE
"A","gene0684",39.5941568883796,TRUE,0.391170210421538,9.72741109666816e-11,444,"",TRUE,0.389767916228715,"saddlepoint",FALSE
"A","gene0685",51.8286485111946,TRUE,0.733926780516734,9.85412042762979e-11,553,"",TRUE,0.733419193872327,"saddlepoint",FALSE
"A","gene0686",39.1906657105338,TRUE,0.372199306500552,9.66555855535026e-11,445,"",TRUE,0.370766085399703,"saddlepoint",FALSE
"A","gene0687",57.2909149890322,TRUE,0.621660150526568,9.51335332125686e-11,549,"",TRUE,0.621074759360648,"saddlepoint",FALSE
"A","gene0688",38.1092310901216,TRUE,0.373079742179994,9.94473080815662e-11,447,"",TRUE,0.371623695616996,"saddlepoint",FALSE
"A","gene0689",46.5274077229491,TRUE,0.878079196904429,9.76108062108495e-11,583,"",TRUE,0.877795703922887,"saddlepoint",FALSE
"A","gene0690",27.7843922099778,TRUE,0.693797457646499,9.83753792945137e-11,445,"",TRUE,0.6926394247187,"saddlepoint",FALSE
"A","gene0691",50.9019365846297,TRUE,0.813911863168641,9.55218652115043e-11,583,"",TRUE,0.813545004903615,"saddlepoint",FALSE
"A","gene0692",42.0595277314524,TRUE,0.219938373544119,9.85515131416044e-11,449,"",TRUE,0.218500963401377,"saddlepoint",FALSE
"A","gene0693",70.2925004143155,TRUE,0.379535693838515,9.78178590644446e-11,579,"",TRUE,0.378904182866935,"saddlepoint",FALSE
"A","gene0694",30.3798775387894,TRUE,0.526728952784223,9.82370825311496e-11,446,"",TRUE,0.525131270296522,"saddlepoint",FALSE
"A","gene0695",89.1557226350197,TRUE,0.115332257497823,9.77004703810354e-11,581,"",TRUE,0.115003623532563,"saddlepoint",FALSE
"A","gene0696",42.1188708799602,TRUE,0.175261719711448,9.99692486994622e-11,442,"",TRUE,0.173873586316457,"saddlepoint",FALSE
"A","gene0697",50.7457606040207,TRUE,0.863113900921966,9.87344616872401e-11,603,"",TRUE,0.86282408480349,"saddlepoint",FALSE
"A","gene0698",17.4954098614594,TRUE,0.911278626660168,9.83292480641676e-11,451,"",TRUE,0.910712484501248,"saddlepoint",FALSE
"A","gene0699",84.8614388647185,TRUE,0.187021564853047,9.78822647934585e-11,616,"",TRUE,0.186560487649843,"saddlepoint",FALSE
"A","gene0700",23.5904797767978,TRUE,0.678530675906573,9.68350004674177e-11,447,"",TRUE,0.676905075713396,"saddlepoint",FALSE
"A","gene0701",53.8775456834822,TRUE,0.838591674812483,9.5417698102538e-11,614,"",TRUE,0.838277623207134,"saddlepoint",FALSE
"A","gene0702",15.0438805615051,TRUE,0.93535789940328,9.66126725604650e-11,436,"",TRUE,0.934921245985325,"saddlepoint",FALSE
"A","gene0703",60.4879328590251,TRUE,0.720407870451493,9.57050636657408e-11,623,"",TRUE,0.719945486348297,"saddlepoint",FALSE
