"replicate","seed","parameter","estimated","status","draws","mean","sd","median","lower","upper","hpd_lower","hpd_upper","diagnostic_status","rhat","ess_bulk","mcse_mean","method","truth"
9,20262900,"residual_variance",FALSE,"available",20000,1,0,1,1,1,1,1,"not_updated",NA,NA,NA,"bayesr",NA
9,20262900,"effect_variance",FALSE,"available",20000,0.000810810810810811,2.19704663379328e-19,0.000810810810810811,0.000810810810810811,0.000810810810810811,0.000810810810810811,0.000810810810810811,"not_updated",NA,NA,NA,"bayesr",NA
9,20262900,"active_markers",TRUE,"available",20000,993.65735,30.7833172612794,993,934,1055,933,1053,"available",0.999997401526475,20409.7653724377,0.215489966232596,"bayesr",958
9,20262900,"weight_0",FALSE,"available",20000,0.98,2.58480260007822e-16,0.98,0.98,0.98,0.98,0.98,"not_updated",NA,NA,NA,"bayesr",NA
9,20262900,"weight_1",FALSE,"available",20000,0.00666666666666667,7.63195765608769e-19,0.00666666666666667,0.00666666666666667,0.00666666666666667,0.00666666666666667,0.00666666666666667,"not_updated",NA,NA,NA,"bayesr",NA
9,20262900,"weight_2",FALSE,"available",20000,0.00666666666666667,7.63195765608769e-19,0.00666666666666667,0.00666666666666667,0.00666666666666667,0.00666666666666667,0.00666666666666667,"not_updated",NA,NA,NA,"bayesr",NA
9,20262900,"weight_3",FALSE,"available",20000,0.00666666666666667,7.63195765608769e-19,0.00666666666666667,0.00666666666666667,0.00666666666666667,0.00666666666666667,0.00666666666666667,"not_updated",NA,NA,NA,"bayesr",NA
9,20262900,"genetic_covariance[A,A]",TRUE,"available",20000,0.306883755707794,0.021388766064153,0.306495497647795,0.266360183742437,0.350231559688687,0.265589758056635,0.349259859877388,"available",1.0000888410304,19488.7099234523,0.000153399950196362,"bayesr",NA
9,20262900,"h2[A]",TRUE,"available",20000,0.306883755707794,0.021388766064153,0.306495497647795,0.266360183742437,0.350231559688687,0.265589758056635,0.349259859877388,"available",1.0000888410304,19488.7099234523,0.000153399950196362,"bayesr",0.300622215593296
10,20263000,"residual_variance",FALSE,"available",2800,1,0,1,1,1,1,1,"not_updated",NA,NA,NA,"bayesc",NA
10,20263000,"effect_variance",FALSE,"available",2800,3e-04,0,3e-04,3e-04,3e-04,3e-04,3e-04,"not_updated",NA,NA,NA,"bayesc",NA
10,20263000,"active_markers",TRUE,"available",2800,997.550357142857,31.0372599303001,997,937,1060,934,1056,"available",0.999716850099622,2441.42672551431,0.628778805493292,"bayesc",935
10,20263000,"weight_0",FALSE,"available",2800,0.98,0,0.98,0.98,0.98,0.98,0.98,"not_updated",NA,NA,NA,"bayesc",NA
10,20263000,"weight_1",FALSE,"available",2800,0.02,0,0.02,0.02,0.02,0.02,0.02,"not_updated",NA,NA,NA,"bayesc",NA
10,20263000,"genetic_covariance[A,A]",TRUE,"available",2800,0.312410961309121,0.0161989594323038,0.312578496652531,0.28254989920459,0.344735150289218,0.281320459676152,0.343250522290139,"available",1.00224161877918,2438.2598601129,0.000326943785718705,"bayesc",NA
10,20263000,"h2[A]",TRUE,"available",2800,0.312410961309121,0.0161989594323038,0.312578496652531,0.28254989920459,0.344735150289218,0.281320459676152,0.343250522290139,"available",1.00224161877918,2438.2598601129,0.000326943785718705,"bayesc",0.301783899068073
10,20263000,"residual_variance",FALSE,"available",20000,1,0,1,1,1,1,1,"not_updated",NA,NA,NA,"bayesr",NA
10,20263000,"effect_variance",FALSE,"available",20000,0.000810810810810811,2.19704663379328e-19,0.000810810810810811,0.000810810810810811,0.000810810810810811,0.000810810810810811,0.000810810810810811,"not_updated",NA,NA,NA,"bayesr",NA
10,20263000,"active_markers",TRUE,"available",20000,993.1995,30.9105026278874,993,933,1055,933,1054,"available",1.00004965780618,20216.7438967291,0.217405375119569,"bayesr",935
10,20263000,"weight_0",FALSE,"available",20000,0.98,2.58480260007822e-16,0.98,0.98,0.98,0.98,0.98,"not_updated",NA,NA,NA,"bayesr",NA
10,20263000,"weight_1",FALSE,"available",20000,0.00666666666666667,7.63195765608769e-19,0.00666666666666667,0.00666666666666667,0.00666666666666667,0.00666666666666667,0.00666666666666667,"not_updated",NA,NA,NA,"bayesr",NA
10,20263000,"weight_2",FALSE,"available",20000,0.00666666666666667,7.63195765608769e-19,0.00666666666666667,0.00666666666666667,0.00666666666666667,0.00666666666666667,0.00666666666666667,"not_updated",NA,NA,NA,"bayesr",NA
10,20263000,"weight_3",FALSE,"available",20000,0.00666666666666667,7.63195765608769e-19,0.00666666666666667,0.00666666666666667,0.00666666666666667,0.00666666666666667,0.00666666666666667,"not_updated",NA,NA,NA,"bayesr",NA
10,20263000,"genetic_covariance[A,A]",TRUE,"available",20000,0.305926170981857,0.0214963706160727,0.305520695295497,0.264959803511033,0.349660887699799,0.263514719668115,0.348083833160073,"available",0.999992320758831,20149.3872129438,0.000151475658863914,"bayesr",NA
10,20263000,"h2[A]",TRUE,"available",20000,0.305926170981857,0.0214963706160727,0.305520695295497,0.264959803511033,0.349660887699799,0.263514719668115,0.348083833160073,"available",0.999992320758831,20149.3872129438,0.000151475658863914,"bayesr",0.301783899068073
