"replicate","seed","markers_tested","background_markers","completed","seconds","significant","significant_causal","significant_zero_effect","calibration_factor","fitted_genetic_variance","script_md5"
2,20262200,50000,500,50000,37.9536089897156,2,2,0,1.00047427724881,0.0177848887525031,"dde78c86baf48d75445f2af0d580f97b"
